,ID,age_band,gender,car_model,car_segment,age_of_vehicle_years,sched_serv_warr,non_sched_serv_warr,sched_serv_paid,non_sched_serv_paid,total_paid_services,total_services,mth_since_last_serv,annualised_mileage,num_dealers_visited,num_serv_dealer_purchased
37060,43513,6.0,0,1.0,3,6,10,8,8,4,5,10,2,8,8,10
37080,43536,1.0,1,0.0,0,8,6,4,7,4,4,5,5,10,9,4
37089,43545,3.0,0,2.0,1,9,5,3,7,4,5,4,10,3,6,5
37108,43567,2.0,1,7.0,1,9,9,10,9,8,9,10,8,9,3,10
37115,43575,5.0,1,0.0,0,10,9,4,10,8,9,7,3,8,9,4
37119,43579,1.0,0,1.0,3,10,6,5,9,5,7,5,10,10,5,7
37132,43595,4.0,0,5.0,3,6,7,2,4,1,3,4,8,7,5,6
37143,43608,2.0,1,1.0,3,10,7,10,5,8,7,10,8,9,3,10
37145,43610,1.0,1,2.0,1,7,10,6,9,4,7,9,4,10,10,5
37146,43612,5.0,0,11.0,1,10,7,8,9,7,8,8,10,7,9,8
37177,43647,0.0,1,6.0,0,5,8,3,7,2,4,5,8,7,3,7
37179,43650,2.0,1,8.0,0,9,2,1,2,1,2,1,1,2,2,2
37193,43665,4.0,1,0.0,0,10,4,5,4,10,9,4,9,5,6,6
37201,43673,4.0,0,6.0,0,5,1,1,2,3,1,1,2,1,1,1
37202,43674,2.0,1,1.0,3,8,5,10,6,9,9,10,6,7,4,10
37220,43693,4.0,1,3.0,1,6,9,8,9,8,8,9,5,9,4,10
37221,43694,2.0,1,7.0,1,7,1,1,2,1,1,1,1,1,1,1
37230,43705,1.0,0,5.0,3,7,3,9,3,8,7,7,6,8,10,5
37237,43716,4.0,0,3.0,1,7,8,10,9,9,9,9,8,8,10,9
37238,43717,4.0,0,0.0,0,5,6,1,9,2,6,5,4,6,8,6
37245,43724,5.0,1,3.0,1,6,6,8,6,7,6,8,8,6,9,8
37246,43725,4.0,0,1.0,3,10,10,10,10,10,10,10,8,10,7,10
37248,43727,1.0,1,0.0,0,10,5,2,4,1,3,3,10,3,6,4
37249,43728,1.0,0,1.0,3,10,4,5,5,4,3,4,10,5,7,5
37257,43737,4.0,1,2.0,1,7,8,8,9,6,8,8,8,8,10,6
37258,43738,2.0,1,3.0,1,6,9,7,8,6,7,8,5,9,8,9
37261,43743,3.0,1,10.0,3,7,5,3,8,1,5,4,5,10,9,2
37265,43747,1.0,0,1.0,3,6,3,7,5,7,6,6,7,4,8,7
37269,43751,1.0,0,5.0,3,7,8,8,9,7,8,9,7,10,9,5
37272,43754,2.0,1,3.0,1,10,3,10,5,10,10,10,9,8,4,8
37275,43758,1.0,0,4.0,3,8,1,8,2,5,3,4,6,5,5,6
37277,43760,2.0,1,2.0,1,6,6,9,6,10,9,7,7,8,9,6
37291,43775,3.0,0,2.0,1,8,4,3,4,1,2,3,10,3,6,4
37303,43788,6.0,1,3.0,1,6,3,7,4,8,7,4,7,4,1,2
37305,43790,2.0,0,2.0,1,5,6,10,3,6,4,9,9,4,9,5
37315,43803,2.0,0,3.0,1,8,6,10,5,10,9,10,2,8,8,10
37332,43822,5.0,1,3.0,1,10,9,6,10,5,8,7,6,9,10,8
37338,43828,2.0,0,2.0,1,5,7,9,5,9,9,9,6,7,8,10
37345,43837,1.0,1,5.0,3,6,6,1,6,1,4,3,9,5,5,5
37359,43854,0.0,1,7.0,1,5,9,2,5,2,3,6,7,8,4,8
37367,43862,2.0,0,1.0,3,6,7,9,8,7,7,8,8,7,5,4
37368,43864,5.0,0,5.0,3,6,10,7,8,5,6,10,5,9,6,10
37375,43872,2.0,1,2.0,1,8,3,8,4,5,4,5,8,9,3,1
37383,43882,3.0,1,6.0,0,8,4,4,6,6,5,3,9,6,5,5
37386,43885,2.0,1,3.0,1,6,6,5,8,9,8,7,3,5,5,8
37390,43892,1.0,0,3.0,1,7,3,9,8,9,8,7,5,5,3,9
37397,43901,3.0,0,2.0,1,9,6,10,5,7,6,10,4,10,6,10
37402,43908,3.0,1,3.0,1,3,10,6,6,6,5,9,3,10,5,9
37403,43909,2.0,1,1.0,3,8,6,7,7,7,6,5,9,5,10,6
37410,43919,4.0,0,3.0,1,6,10,10,5,10,9,10,3,10,8,10
37418,43928,1.0,1,6.0,0,5,10,6,9,10,10,9,7,5,8,9
37422,43935,2.0,0,1.0,3,7,8,10,10,10,10,10,4,6,4,10
37426,43939,2.0,0,2.0,1,10,4,10,7,7,6,8,9,9,9,1
37427,43940,4.0,1,2.0,1,8,7,3,8,5,6,5,10,6,9,6
37430,43944,4.0,1,1.0,3,8,9,10,10,7,9,10,4,8,8,10
37436,43950,3.0,1,7.0,1,10,8,7,9,8,9,7,8,10,10,7
37439,43954,3.0,1,3.0,1,5,8,10,10,10,10,10,4,9,8,10
37454,43971,4.0,1,8.0,0,9,10,5,10,7,9,8,8,8,7,9
37456,43975,2.0,0,3.0,1,7,5,3,3,4,3,3,10,3,8,6
37459,43978,3.0,1,3.0,1,8,6,1,6,3,4,3,9,4,7,5
37474,43997,4.0,1,1.0,3,8,7,8,7,6,6,8,7,8,3,8
37475,43998,4.0,0,1.0,3,6,6,10,3,7,6,10,5,10,3,10
37482,44008,2.0,1,1.0,3,7,7,9,8,8,8,8,7,8,5,9
37483,44009,4.0,0,1.0,3,10,4,2,4,3,2,3,10,3,6,4
37488,44014,3.0,1,7.0,1,9,3,2,5,2,3,3,10,3,8,5
37491,44017,0.0,0,1.0,3,6,5,8,3,5,3,6,8,7,9,7
37493,44019,2.0,0,1.0,3,6,6,10,3,9,8,10,7,4,4,10
37510,44038,4.0,1,1.0,3,7,5,5,6,6,5,4,9,4,3,6
37532,44063,5.0,1,1.0,3,5,8,9,6,6,5,9,6,7,4,10
37545,44077,1.0,1,2.0,1,6,8,5,7,6,6,6,8,7,8,8
37577,44115,2.0,1,3.0,1,4,1,1,1,3,1,1,1,1,1,1
37590,44130,4.0,1,1.0,3,6,8,2,9,2,6,5,3,7,7,7
37591,44132,3.0,0,2.0,1,9,7,9,8,9,9,9,10,6,7,9
37597,44139,0.0,0,6.0,0,6,8,4,6,10,10,6,7,10,9,4
37602,44144,2.0,1,2.0,1,10,5,10,6,9,8,9,9,9,4,10
37630,44178,4.0,0,3.0,1,8,8,6,6,4,4,7,4,8,8,8
37640,44188,3.0,1,0.0,0,5,10,4,10,7,9,8,3,9,5,9
37641,44189,5.0,1,0.0,0,8,10,8,10,7,10,10,8,10,10,9
37643,44192,4.0,0,5.0,3,10,4,7,3,9,7,6,9,7,6,3
37647,44197,3.0,1,0.0,0,5,7,6,5,5,4,6,9,6,3,8
37661,44213,4.0,1,9.0,1,2,4,7,4,7,5,4,4,5,4,6
37663,44215,1.0,0,0.0,0,9,10,1,10,2,8,8,9,10,5,8
37664,44216,4.0,1,5.0,3,7,1,1,3,2,1,1,1,1,1,1
37666,44218,5.0,1,1.0,3,9,9,9,10,7,9,9,8,7,4,10
37674,44227,1.0,1,1.0,3,9,8,10,10,9,10,10,8,9,3,10
37678,44234,5.0,0,1.0,3,8,8,9,10,6,9,9,5,6,7,10
37681,44238,4.0,1,6.0,0,7,8,8,8,10,10,8,2,10,4,9
37694,44252,3.0,0,3.0,1,7,8,6,9,9,9,7,10,8,5,8
37708,44269,2.0,1,1.0,3,7,1,1,1,2,1,1,2,1,1,1
37710,44271,3.0,0,3.0,1,7,8,9,9,5,7,9,6,9,5,10
37719,44285,4.0,1,2.0,1,7,8,6,10,6,9,7,8,8,7,9
37725,44291,5.0,1,2.0,1,5,3,9,3,7,5,8,8,6,4,9
37732,44300,4.0,0,5.0,3,6,10,3,9,3,6,7,5,5,4,8
37733,44301,3.0,0,1.0,3,9,8,8,9,10,10,8,6,7,3,9
37749,44320,1.0,0,4.0,3,10,1,6,2,8,7,4,10,7,9,4
37755,44330,4.0,0,1.0,3,8,6,8,6,7,6,6,9,6,5,8
37763,44338,0.0,0,5.0,3,9,8,5,7,6,6,5,9,4,4,7
37767,44342,4.0,1,3.0,1,9,9,5,10,4,9,8,3,8,3,9
37769,44344,1.0,0,2.0,1,7,3,10,5,9,9,8,3,9,10,8
37772,44347,2.0,1,1.0,3,9,8,5,10,3,8,7,4,7,10,7
37774,44349,2.0,0,3.0,1,9,2,10,2,8,6,9,9,10,10,9
37775,44350,1.0,1,1.0,3,7,4,10,4,8,6,8,8,7,9,9
37782,44358,0.0,1,2.0,1,8,6,10,7,9,9,10,5,6,8,10
37790,44366,4.0,1,2.0,1,6,10,9,8,8,8,10,3,10,4,10
37795,44371,1.0,1,7.0,1,7,9,4,9,3,6,7,8,8,10,7
37798,44376,3.0,0,5.0,3,6,10,6,9,3,7,9,6,8,6,10
37809,44389,4.0,0,1.0,3,7,9,9,10,5,8,9,3,7,4,10
37825,44406,1.0,0,3.0,1,9,5,3,5,1,3,4,10,4,4,5
37829,44410,2.0,0,1.0,3,10,6,8,8,7,7,7,8,5,5,8
37833,44415,4.0,0,1.0,3,6,9,3,8,1,5,6,7,8,8,8
37839,44422,5.0,0,5.0,3,5,10,4,8,6,6,8,4,5,4,9
37842,44425,6.0,0,2.0,1,8,5,1,3,2,2,3,10,3,7,4
37850,44435,3.0,1,2.0,1,7,8,10,10,9,10,10,5,9,3,10
37858,44443,4.0,0,1.0,3,8,5,9,6,8,7,7,9,6,4,8
37867,44455,4.0,0,1.0,3,8,9,8,5,7,6,9,4,6,2,2
37870,44458,1.0,1,0.0,0,8,3,6,6,4,4,5,10,3,5,6
37871,44459,3.0,1,1.0,3,5,5,8,5,7,6,7,9,5,4,8
37875,44466,2.0,0,1.0,3,7,4,4,4,6,4,3,9,6,3,5
37891,44483,0.0,0,5.0,3,8,4,9,3,7,5,6,9,5,3,8
37898,44490,6.0,1,5.0,3,10,9,6,10,3,7,8,4,6,2,3
37901,44493,5.0,1,6.0,0,9,4,5,4,5,4,3,10,3,8,5
37904,44496,3.0,0,2.0,1,8,5,5,6,4,4,4,6,10,4,6
37905,44497,2.0,0,1.0,3,10,6,8,7,9,9,6,6,8,8,7
37913,44509,6.0,1,2.0,1,9,8,6,9,5,7,7,8,4,4,8
37916,44512,5.0,0,3.0,1,7,10,7,10,8,10,9,2,9,3,9
37926,44523,3.0,0,1.0,3,6,10,8,9,9,9,10,6,10,8,10
37937,44535,2.0,0,5.0,3,10,5,1,6,1,4,3,10,3,3,5
37940,44538,3.0,1,6.0,0,6,10,9,9,7,7,10,6,6,8,10
37945,44543,4.0,0,1.0,3,7,8,5,5,3,3,6,2,9,5,8
37947,44545,1.0,0,1.0,3,8,5,7,6,4,4,5,10,5,9,5
37964,44566,2.0,1,2.0,1,10,3,7,5,9,8,4,10,3,9,4
37968,44570,1.0,0,1.0,3,5,10,8,8,8,8,10,3,5,4,10
37976,44581,0.0,0,1.0,3,7,3,9,5,8,7,6,5,4,10,6
37977,44583,3.0,0,1.0,3,6,7,10,10,9,10,9,4,9,4,10
37980,44586,4.0,1,1.0,3,8,7,10,8,10,9,10,8,6,8,10
37981,44587,6.0,1,1.0,3,7,3,7,4,10,10,4,10,3,7,6
37989,44595,3.0,1,0.0,0,6,7,9,7,10,10,9,5,8,8,9
38003,44613,5.0,1,5.0,3,7,6,9,7,7,7,8,7,5,3,9
38004,44615,0.0,0,5.0,3,8,5,9,7,8,8,8,9,7,6,9
38005,44616,6.0,1,2.0,1,10,6,9,8,7,7,8,6,6,4,9
38015,44627,3.0,0,1.0,3,8,8,5,8,7,7,5,8,6,5,7
38018,44633,3.0,1,2.0,1,7,10,8,10,8,9,10,8,10,8,10
38019,44634,2.0,1,4.0,3,8,3,4,3,4,3,4,10,3,6,5
38028,44645,0.0,0,5.0,3,9,7,8,9,7,8,8,9,6,5,8
38036,44654,5.0,0,1.0,3,7,8,5,10,4,7,7,6,6,4,8
38045,44664,2.0,1,3.0,1,6,7,10,5,10,10,10,8,7,9,10
38055,44675,6.0,0,1.0,3,5,1,8,3,7,5,5,9,5,2,3
38066,44689,5.0,0,3.0,1,6,3,10,3,10,10,9,5,10,6,1
38098,44724,2.0,1,0.0,0,9,9,6,6,4,4,8,8,5,6,8
38109,44737,2.0,1,0.0,0,7,3,4,5,3,3,3,10,3,4,5
38120,44748,5.0,1,0.0,0,10,4,3,5,10,10,3,10,3,7,5
38126,44754,4.0,1,0.0,0,10,5,3,7,1,4,3,10,3,7,5
38133,44762,1.0,1,7.0,1,8,7,10,8,8,8,10,5,10,10,9
38141,44772,1.0,1,7.0,1,10,10,6,10,6,9,9,7,9,3,9
38145,44776,3.0,1,3.0,1,9,3,7,4,5,4,4,10,3,6,6
38147,44778,4.0,1,0.0,0,6,8,9,9,10,10,9,5,9,9,9
38148,44780,1.0,0,2.0,1,8,5,10,8,10,10,10,7,10,10,6
38164,44801,2.0,1,6.0,0,9,9,3,10,2,8,6,5,5,5,8
38176,44814,1.0,1,1.0,3,7,9,6,5,6,5,8,4,9,7,9
38185,44824,1.0,1,0.0,0,1,1,3,2,3,1,2,1,2,1,3
38190,44833,1.0,1,2.0,1,7,10,1,9,2,6,9,3,10,10,8
38193,44836,3.0,1,3.0,1,6,4,10,6,10,10,9,5,5,5,10
38195,44838,3.0,0,1.0,3,6,10,8,10,5,9,10,6,10,4,10
38206,44850,6.0,0,5.0,3,6,7,2,7,2,4,5,6,5,3,6
38214,44861,5.0,1,5.0,3,6,6,7,8,5,7,7,8,6,7,8
38226,44875,3.0,1,3.0,1,10,3,7,4,4,3,4,9,4,5,6
38229,44881,4.0,1,1.0,3,10,7,10,8,9,9,9,7,9,8,10
38236,44890,1.0,1,6.0,0,7,8,5,6,3,4,6,8,5,9,7
38241,44896,0.0,0,4.0,3,6,6,5,7,5,5,5,5,6,10,5
38256,44913,5.0,0,5.0,3,6,5,6,5,4,3,4,9,3,3,6
38258,44915,3.0,0,3.0,1,10,1,6,2,9,9,3,3,9,10,4
38262,44920,6.0,1,7.0,1,7,8,10,8,9,9,10,7,6,3,10
38290,44953,3.0,0,1.0,3,7,6,6,8,8,7,6,8,7,3,8
38291,44954,5.0,1,1.0,3,8,7,7,5,6,5,6,5,7,8,8
38325,44999,2.0,1,2.0,1,8,9,10,10,10,10,10,6,10,4,10
38326,45000,4.0,1,1.0,3,8,7,8,8,5,6,8,5,5,10,6
38338,45012,2.0,0,3.0,1,8,4,9,4,6,4,8,10,6,6,9
38346,45022,1.0,1,1.0,3,5,8,9,6,8,7,9,8,10,10,9
38352,45029,3.0,0,3.0,1,6,9,6,8,3,5,8,7,8,4,3
38362,45041,3.0,0,3.0,1,6,8,10,5,7,6,10,5,8,8,10
38365,45045,4.0,0,1.0,3,9,10,5,10,6,9,9,7,10,9,4
38380,45062,6.0,1,1.0,3,10,7,10,9,9,9,9,7,10,10,6
38381,45064,4.0,0,0.0,0,10,1,5,1,5,4,2,10,3,7,5
38383,45066,2.0,1,2.0,1,10,10,9,10,8,10,10,4,6,8,10
38389,45074,4.0,1,5.0,3,9,6,6,6,6,5,5,9,4,8,5
38396,45081,3.0,0,1.0,3,6,10,2,7,3,4,7,7,5,9,4
38397,45082,1.0,0,1.0,3,6,3,9,3,6,5,6,3,9,10,4
38399,45084,1.0,1,5.0,3,7,1,1,1,2,1,1,2,1,1,1
38411,45099,3.0,1,2.0,1,9,10,10,10,10,10,10,3,10,4,10
38448,45145,3.0,1,7.0,1,9,9,7,10,9,9,8,7,9,3,9
38451,45148,6.0,0,5.0,3,9,4,8,3,5,3,7,10,3,5,8
38458,45157,3.0,1,6.0,0,9,7,9,7,7,7,8,10,5,8,8
38461,45160,5.0,1,1.0,3,6,8,8,7,7,6,8,4,5,7,9
38464,45163,0.0,1,2.0,1,9,10,2,9,2,6,8,4,10,7,9
38474,45175,4.0,1,0.0,0,7,8,8,6,10,10,9,8,6,5,10
38479,45181,0.0,1,6.0,0,10,6,8,5,7,6,7,9,7,10,7
38480,45182,2.0,1,6.0,0,8,2,10,2,10,9,7,10,4,4,8
38491,45193,5.0,0,5.0,3,5,5,10,3,9,8,8,6,6,9,9
38498,45202,2.0,1,1.0,3,8,2,6,1,6,4,3,8,10,5,5
38499,45204,0.0,1,0.0,0,8,9,2,10,2,8,6,10,8,9,4
38511,45219,5.0,1,3.0,1,7,7,9,7,9,8,9,8,9,10,9
38512,45220,4.0,1,1.0,3,4,10,2,8,2,5,9,4,10,10,9
38515,45224,4.0,1,2.0,1,9,7,7,7,6,6,7,9,7,10,5
38516,45225,4.0,0,1.0,3,6,6,9,7,8,7,8,3,8,10,5
38518,45228,1.0,1,2.0,1,7,10,10,9,10,10,10,5,10,6,10
38523,45233,4.0,1,1.0,3,9,10,8,6,4,4,9,3,8,4,10
38545,45256,2.0,0,3.0,1,6,3,9,4,8,6,6,7,6,3,8
38551,45264,1.0,0,1.0,3,7,3,7,4,4,3,5,10,3,7,7
38558,45271,6.0,1,3.0,1,10,6,5,9,3,7,6,9,7,8,3
38563,45277,1.0,0,1.0,3,10,8,10,9,9,9,10,8,5,3,1
38570,45285,1.0,1,1.0,3,7,7,6,8,4,5,6,4,7,9,7
38575,45290,4.0,1,1.0,3,10,7,4,9,4,6,5,9,7,3,7
38592,45307,4.0,1,0.0,0,9,10,3,10,3,10,9,8,10,5,3
38598,45315,4.0,0,1.0,3,6,10,5,9,7,8,10,6,9,7,10
38599,45317,4.0,1,8.0,0,4,2,4,2,7,5,3,8,5,2,3
38611,45330,4.0,0,2.0,1,8,9,6,5,6,4,7,7,7,6,8
38612,45331,4.0,1,3.0,1,5,10,4,9,4,6,9,4,9,6,10
38623,45342,2.0,1,3.0,1,10,4,9,3,9,7,6,9,10,10,6
38625,45344,0.0,0,5.0,3,7,1,2,2,2,2,2,2,2,1,2
38628,45347,3.0,1,3.0,1,7,1,1,1,2,2,1,2,1,1,1
38634,45354,4.0,1,0.0,0,7,5,6,5,9,8,5,8,5,8,7
38639,45360,3.0,0,1.0,3,9,9,10,10,9,10,10,4,7,9,10
38640,45361,1.0,0,3.0,1,8,6,4,8,6,6,5,9,6,5,7
38645,45368,4.0,0,6.0,0,9,8,8,9,4,7,8,8,9,10,4
38667,45392,4.0,0,1.0,3,7,4,9,4,7,5,6,8,8,8,4
38668,45393,0.0,0,3.0,1,6,5,9,3,8,6,6,9,5,8,8
38669,45394,1.0,1,1.0,3,8,5,9,5,9,8,6,10,4,9,7
38671,45396,5.0,1,2.0,1,7,8,2,9,2,7,5,7,8,8,1
38682,45407,2.0,1,3.0,1,6,4,8,4,10,10,6,9,10,5,7
38704,45435,3.0,1,5.0,3,6,7,4,8,3,5,6,8,7,8,7
38707,45438,4.0,0,1.0,3,10,1,6,2,4,3,3,8,7,5,5
38711,45442,5.0,1,2.0,1,10,9,10,9,7,8,10,6,8,4,10
38715,45447,2.0,0,3.0,1,8,6,10,8,10,10,9,9,6,6,2
38723,45456,6.0,0,5.0,3,9,9,6,9,5,8,8,3,5,5,9
38729,45465,3.0,0,3.0,1,6,3,6,4,4,3,4,9,3,6,6
38734,45470,4.0,1,1.0,3,5,8,8,9,5,7,9,5,8,10,5
38737,45473,5.0,0,2.0,1,8,3,10,2,8,6,7,7,10,10,7
38739,45475,4.0,1,1.0,3,6,9,4,10,4,8,7,2,9,10,7
38744,45481,2.0,1,0.0,0,5,10,9,10,10,10,10,2,9,9,10
38747,45484,3.0,1,5.0,3,4,8,5,5,4,3,5,3,6,8,7
38748,45485,1.0,1,6.0,0,5,4,7,1,8,6,4,7,4,9,5
38753,45490,3.0,0,0.0,0,8,6,1,8,2,5,3,9,6,5,3
38754,45491,1.0,0,4.0,3,6,6,4,4,6,4,4,9,5,8,5
38760,45497,5.0,0,3.0,1,6,6,7,7,10,9,6,5,5,5,2
38774,45512,0.0,0,3.0,1,5,6,7,3,5,3,6,9,5,4,8
38781,45524,4.0,0,1.0,3,6,8,4,7,4,4,7,6,5,6,8
38787,45530,0.0,1,6.0,0,8,5,8,7,7,7,8,5,9,10,7
38791,45535,1.0,1,2.0,1,5,8,8,6,9,8,8,8,7,9,6
38793,45538,2.0,1,2.0,1,6,10,8,9,5,7,9,7,8,9,7
38796,45542,2.0,1,7.0,1,9,4,4,10,4,8,4,9,10,1,2
38806,45553,2.0,0,1.0,3,8,9,5,10,6,8,7,4,6,5,3
38810,45560,1.0,0,3.0,1,6,8,10,7,10,9,9,8,7,10,6
38824,45576,4.0,0,1.0,3,7,1,1,1,2,1,1,2,1,1,1
38826,45578,4.0,1,1.0,3,8,4,8,5,8,7,6,10,3,10,4
38836,45591,5.0,1,3.0,1,6,9,8,8,9,8,9,4,7,9,9
38837,45592,3.0,0,0.0,0,9,5,4,6,6,5,4,10,4,6,6
38838,45593,6.0,1,7.0,1,9,6,5,7,8,7,4,10,4,8,5
38844,45599,6.0,1,11.0,1,6,8,8,5,6,5,7,7,6,8,9
38848,45603,4.0,1,8.0,0,6,7,7,9,10,10,7,6,5,10,6
38851,45606,2.0,1,3.0,1,6,10,9,9,9,9,10,4,8,4,10
38865,45621,3.0,1,1.0,3,9,2,5,2,8,7,3,5,10,5,3
38875,45633,3.0,0,1.0,3,9,7,10,10,10,10,10,10,8,9,10
38881,45639,0.0,0,5.0,3,6,7,5,6,6,5,5,9,9,3,7
38884,45645,3.0,1,0.0,0,9,5,5,4,4,3,4,10,3,6,5
38898,45662,4.0,1,8.0,0,7,9,5,9,4,7,6,7,7,7,8
38899,45663,6.0,1,6.0,0,7,7,9,8,9,9,8,5,10,9,9
38906,45671,1.0,1,6.0,0,5,6,9,7,7,7,7,8,5,7,9
38920,45688,2.0,1,3.0,1,10,9,9,10,10,10,9,4,8,4,10
38925,45693,4.0,1,3.0,1,7,1,1,1,2,1,1,2,1,1,1
38930,45701,1.0,1,8.0,0,5,4,2,4,1,3,2,9,3,3,2
38939,45710,5.0,1,1.0,3,6,10,10,9,10,9,10,4,9,10,9
38945,45716,4.0,1,6.0,0,8,9,9,5,7,6,9,6,8,5,9
38948,45720,4.0,0,3.0,1,9,6,1,6,2,4,3,10,3,4,5
38959,45732,4.0,1,2.0,1,6,9,10,7,10,10,10,4,10,6,10
38963,45736,2.0,1,3.0,1,8,7,9,9,10,10,9,7,8,8,10
38966,45740,4.0,1,1.0,3,5,9,7,9,8,9,8,4,6,4,9
38977,45755,1.0,0,1.0,3,5,5,4,3,3,2,3,5,2,4,5
38979,45759,2.0,1,2.0,1,9,8,6,7,4,4,6,7,7,7,8
38996,45778,3.0,0,3.0,1,6,8,7,9,7,8,6,3,9,8,8
39011,45800,3.0,1,0.0,0,7,4,7,5,10,9,5,8,10,9,5
39017,45807,0.0,0,5.0,3,6,8,3,8,1,5,5,5,8,9,4
39027,45824,2.0,1,3.0,1,10,4,8,5,7,6,6,10,5,10,5
39035,45833,3.0,0,5.0,3,9,8,6,9,5,7,7,9,7,9,7
39039,45837,2.0,1,0.0,0,10,10,10,10,10,10,10,6,10,5,10
39043,45842,1.0,1,1.0,3,7,5,2,5,3,3,3,10,3,7,4
39046,45845,3.0,0,1.0,3,10,6,3,7,2,4,3,10,3,5,1
39048,45847,5.0,0,3.0,1,6,9,6,6,7,6,8,8,7,7,9
39049,45848,5.0,1,2.0,1,10,10,10,10,8,9,10,4,9,10,4
39056,45855,2.0,0,2.0,1,8,6,6,7,9,9,5,9,3,7,2
39058,45857,6.0,1,1.0,3,8,7,6,8,7,7,6,5,6,6,8
39059,45858,1.0,0,4.0,3,8,4,8,4,6,4,6,8,8,7,5
39064,45863,1.0,1,5.0,3,6,10,7,9,5,7,9,5,7,6,10
39071,45872,2.0,1,1.0,3,8,8,8,7,6,6,9,4,6,9,6
39125,45938,4.0,1,5.0,3,5,9,6,8,3,5,7,8,6,7,9
39130,45944,1.0,1,7.0,1,9,10,2,9,1,6,9,3,9,3,10
39141,45956,3.0,1,1.0,3,3,1,1,1,2,2,1,2,1,1,1
39148,45964,3.0,0,0.0,0,10,9,5,9,4,7,6,9,6,6,8
39149,45965,0.0,1,2.0,1,8,4,4,5,6,5,3,10,3,6,5
39156,45974,1.0,1,6.0,0,10,6,9,7,7,7,8,10,8,7,9
39161,45981,2.0,1,6.0,0,6,8,7,8,10,9,7,7,4,6,9
39169,45990,3.0,0,2.0,1,8,10,8,10,9,9,9,8,10,10,9
39181,46006,3.0,1,3.0,1,9,8,9,8,10,10,8,9,8,6,9
39183,46011,2.0,0,1.0,3,6,10,5,9,3,7,8,7,9,8,9
39200,46029,3.0,0,5.0,3,7,6,5,5,8,7,4,4,6,6,6
39207,46036,2.0,1,3.0,1,6,3,4,1,4,2,2,10,1,4,4
39210,46039,4.0,1,1.0,3,7,9,9,10,8,9,10,6,9,6,10
39216,46045,1.0,1,7.0,1,9,3,5,4,7,5,4,10,3,6,5
39226,46055,3.0,0,1.0,3,6,1,1,2,1,2,1,2,1,1,1
39239,46068,2.0,1,0.0,0,6,2,6,1,9,7,3,8,9,8,5
39240,46070,1.0,0,2.0,1,9,5,4,7,7,7,4,10,4,4,6
39247,46081,4.0,0,3.0,1,7,10,9,8,5,6,10,3,10,3,10
39259,46095,4.0,1,3.0,1,7,8,10,9,10,10,10,2,10,10,8
39284,46126,2.0,1,1.0,3,8,8,6,10,4,8,6,7,7,10,6
39285,46127,2.0,1,6.0,0,10,8,9,8,8,8,8,9,6,10,9
39287,46129,4.0,1,2.0,1,2,1,1,1,1,1,1,1,1,1,1
39291,46134,4.0,1,1.0,3,8,10,6,5,3,3,8,5,7,5,9
39295,46138,3.0,0,2.0,1,8,10,10,10,10,10,10,7,8,10,6
39296,46139,1.0,0,1.0,3,7,6,1,7,2,4,3,8,6,6,1
39303,46146,1.0,1,1.0,3,9,2,4,3,6,4,2,10,4,3,4
39308,46152,3.0,1,2.0,1,5,8,10,7,9,8,10,5,8,10,5
39310,46154,2.0,1,1.0,3,3,2,6,2,5,4,4,5,3,6,5
39322,46168,6.0,1,3.0,1,1,1,1,1,1,1,1,1,1,1,1
39323,46169,3.0,1,2.0,1,9,4,8,4,6,5,5,10,3,3,7
39331,46180,3.0,0,4.0,3,8,6,7,5,5,4,5,8,6,5,7
39348,46199,3.0,1,6.0,0,8,5,4,9,5,7,5,6,9,4,7
39353,46205,3.0,0,1.0,3,8,8,10,10,10,10,10,3,9,4,10
39376,46235,1.0,0,3.0,1,6,9,7,6,8,7,9,3,8,3,9
39382,46242,4.0,0,1.0,3,7,10,7,8,7,7,9,4,6,6,10
39387,46247,1.0,1,6.0,0,7,10,5,9,3,6,9,5,7,10,5
39389,46249,1.0,1,3.0,1,5,7,8,7,9,9,8,7,8,10,4
39401,46263,0.0,0,2.0,1,6,5,5,6,4,4,4,9,5,4,6
39402,46264,2.0,0,3.0,1,6,6,7,5,5,4,7,7,7,6,8
39406,46268,5.0,1,2.0,1,2,1,1,2,3,1,1,1,1,1,1
39407,46269,6.0,1,1.0,3,6,8,9,5,6,5,8,5,5,3,9
39410,46272,1.0,1,6.0,0,10,8,2,10,2,7,5,10,8,9,5
39419,46281,2.0,1,1.0,3,10,3,10,8,9,9,10,9,8,10,4
39424,46286,1.0,0,1.0,3,10,10,4,10,4,9,8,4,9,5,9
39427,46290,0.0,1,6.0,0,10,9,9,10,8,9,10,8,8,6,10
39449,46313,2.0,1,3.0,1,10,3,10,3,10,9,10,9,10,10,10
39451,46315,4.0,0,1.0,3,9,6,9,8,8,8,8,9,5,9,7
39454,46318,2.0,1,3.0,1,10,7,7,9,6,7,8,7,8,6,9
39459,46323,1.0,0,1.0,3,8,8,7,8,6,7,8,5,7,3,9
39473,46341,6.0,0,1.0,3,9,4,3,3,1,2,3,10,3,4,4
39494,46365,2.0,1,0.0,0,8,6,10,5,10,9,9,4,10,7,10
39500,46371,3.0,0,3.0,1,7,6,10,3,7,6,10,4,7,4,10
39501,46372,2.0,1,3.0,1,6,5,8,6,10,10,6,8,6,5,3
